feature,importance_mean,importance_std
eeg_T4-A1_spec_entropy_std,0.0,0.0
eeg_T4-A1_peak_freq_mean,0.0,0.0
eeg_T4-A1_peak_freq_std,0.0,0.0
eeg_EOGG_bandwidth_mean,0.0,0.0
eeg_EOGG_bandwidth_std,0.0,0.0
emg_rswa_fraction_mean,0.0,0.0
emg_phasic_ratio_mean,0.0,0.0
emg_tonic_ratio_mean,0.0,0.0
emg_tonic_eog_fraction_mean,0.0,0.0
emg_eye_corr_mean,0.0,0.0
eeg_Fp1-T3_zc_std,0.0,0.0
eeg_EOGD_bandwidth_mean,0.0,0.0
eeg_EOGD_bandwidth_std,0.0,0.0
eeg_EOGG_spec_centroid_mean,0.0,0.0
eeg_EOGG_spec_centroid_std,0.0,0.0
eeg_EOGG_spec_entropy_mean,0.0,0.0
eeg_EOGG_spec_entropy_std,0.0,0.0
eeg_EOGG_peak_freq_mean,0.0,0.0
eeg_EOGG_peak_freq_std,0.0,0.0
eeg_ECG_bandwidth_mean,0.0,0.0
eeg_ECG_bandwidth_std,0.0,0.0
eeg_EOGD_spec_centroid_mean,0.0,0.0
eeg_EOGD_spec_centroid_std,0.0,0.0
eeg_EOGD_spec_entropy_mean,0.0,0.0
eeg_EOGD_spec_entropy_std,0.0,0.0
eeg_EOGD_peak_freq_mean,0.0,0.0
eeg_EOGD_peak_freq_std,0.0,0.0
eeg_EMG2_bandwidth_mean,0.0,0.0
eeg_EMG2_bandwidth_std,0.0,0.0
eeg_ECG_spec_centroid_mean,0.0,0.0
eeg_ECG_spec_centroid_std,0.0,0.0
eeg_ECG_spec_entropy_mean,0.0,0.0
eeg_ECG_spec_entropy_std,0.0,0.0
eeg_ECG_peak_freq_mean,0.0,0.0
eeg_ECG_peak_freq_std,0.0,0.0
eeg_Fp1-C3_linelen_mean,0.0,0.0
eeg_Fp1-C3_linelen_std,0.0,0.0
eeg_T3-O1_mean_mean,0.0,0.0
eeg_T3-O1_mean_std,0.0,0.0
eeg_T3-O1_std_mean,0.0,0.0
eeg_T3-O1_std_std,0.0,0.0
eeg_T3-O1_var_mean,0.0,0.0
eeg_T3-O1_var_std,0.0,0.0
eeg_Fp1-C3_zc_mean,0.0,0.0
eeg_Fp1-C3_zc_std,0.0,0.0
eeg_Fp1-C3_skew_mean,0.0,0.0
eeg_Fp1-C3_skew_std,0.0,0.0
eeg_Fp1-C3_kurt_mean,0.0,0.0
eeg_Fp1-C3_kurt_std,0.0,0.0
eeg_Fp1-C3_ptp_mean,0.0,0.0
eeg_Fp1-C3_ptp_std,0.0,0.0
eeg_Fp1-C3_mean_mean,0.0,0.0
eeg_Fp1-C3_mean_std,0.0,0.0
eeg_Fp1-C3_std_mean,0.0,0.0
eeg_Fp1-C3_std_std,0.0,0.0
eeg_Fp1-C3_var_mean,0.0,0.0
eeg_Fp1-C3_var_std,0.0,0.0
eeg_Fp1-C3_rms_mean,0.0,0.0
eeg_Fp1-C3_rms_std,0.0,0.0
eeg_Fp1-T3_skew_mean,0.0,0.0
eeg_Fp1-T3_skew_std,0.0,0.0
eeg_Fp1-T3_kurt_mean,0.0,0.0
eeg_Fp1-T3_kurt_std,0.0,0.0
eeg_Fp1-T3_ptp_mean,0.0,0.0
eeg_Fp1-T3_ptp_std,0.0,0.0
eeg_Fp1-T3_linelen_mean,0.0,0.0
eeg_Fp1-T3_linelen_std,0.0,0.0
