band,channel,value,group1,group2,n1,n2,U,p_raw,r_rb,p_holm,stars
beta,Fp1-A1,rel,EAI,SYN,7,19,72.0,0.7777135907570688,-0.08270676691729317,1.0,
beta,Fp1-A1,rel,EAI,TCSPi,7,38,143.0,0.7710150944410731,-0.07518796992481214,1.0,
beta,Fp1-A1,rel,Narco,SYN,11,19,77.0,0.2452416933789061,0.26315789473684215,1.0,
beta,Fp1-A1,rel,Narco,TCSPi,11,38,142.0,0.11105871337876805,0.32057416267942584,0.6663522802726083,
beta,Fp1-A1,rel,SYN,TCSPi,19,38,362.0,0.9932467487472411,-0.0027700831024930483,1.0,
beta,Fp1-A1,abs,EAI,Narco,5,9,15.0,0.36363636363636365,0.33333333333333337,1.0,
beta,Fp1-A1,abs,EAI,SYN,5,16,26.0,0.2748046587055875,0.35,1.0,
beta,Fp1-A1,abs,EAI,TCSPi,5,35,79.0,0.7510425405162248,0.0971428571428572,1.0,
beta,Fp1-A1,abs,Narco,SYN,9,16,54.0,0.3218113791981505,0.25,1.0,
beta,Fp1-A1,abs,Narco,TCSPi,9,35,180.0,0.5221038111552354,-0.1428571428571428,1.0,
beta,Fp1-A1,abs,SYN,TCSPi,16,35,368.0,0.07569246173757636,-0.3142857142857143,0.45415477042545815,
beta,Fp2-C4,rel,EAI,Narco,7,11,64.0,0.02042483660130719,-0.6623376623376624,0.08169934640522876,
beta,Fp2-C4,rel,EAI,SYN,7,18,72.0,0.6149407114624506,-0.1428571428571428,1.0,
beta,Fp2-C4,rel,EAI,TCSPi,7,36,130.0,0.9103688002096816,-0.031746031746031855,1.0,
beta,Fp2-C4,rel,Narco,SYN,11,18,42.0,0.011101544119538499,0.5757575757575757,0.05550772059769249,
beta,Fp2-C4,rel,Narco,TCSPi,11,36,34.0,3.989410770915966e-05,0.8282828282828283,0.00023936464625495796,***
beta,Fp2-C4,rel,SYN,TCSPi,18,36,281.0,0.43547956412271316,0.13271604938271608,1.0,
beta,Fp2-C4,abs,EAI,Narco,6,9,34.0,0.45594405594405585,-0.2592592592592593,1.0,
beta,Fp2-C4,abs,EAI,SYN,6,17,40.0,0.4727233102519144,0.21568627450980393,1.0,
beta,Fp2-C4,abs,EAI,TCSPi,6,37,81.0,0.30958291492070633,0.2702702702702703,1.0,
beta,Fp2-C4,abs,Narco,SYN,9,17,51.0,0.1778449580539434,0.33333333333333337,0.889224790269717,
beta,Fp2-C4,abs,Narco,TCSPi,9,37,100.0,0.06762075318096528,0.3993993993993994,0.40572451908579166,
beta,Fp2-C4,abs,SYN,TCSPi,17,37,334.0,0.7234400904547091,-0.062003179650238494,1.0,
beta,T4-O2,rel,EAI,Narco,7,10,53.0,0.08782394076511724,-0.5142857142857142,0.35129576306046895,
beta,T4-O2,rel,EAI,SYN,7,16,58.0,0.922135611057404,-0.03571428571428581,1.0,
beta,T4-O2,rel,EAI,TCSPi,7,37,154.0,0.4496112896865203,-0.18918918918918926,1.0,
beta,T4-O2,rel,Narco,SYN,10,16,38.0,0.028724858794455063,0.525,0.14362429397227533,
beta,T4-O2,rel,Narco,TCSPi,10,37,93.0,0.017386573277761927,0.4972972972972973,0.10431943966657156,
beta,T4-O2,rel,SYN,TCSPi,16,37,346.0,0.33753707355431595,-0.16891891891891886,1.0,
beta,T4-O2,abs,EAI,Narco,6,9,8.0,0.025574425574425574,0.7037037037037037,0.1022977022977023,
beta,T4-O2,abs,EAI,SYN,6,18,24.0,0.04719308151802431,0.5555555555555556,0.14157924455407292,
beta,T4-O2,abs,EAI,TCSPi,6,35,90.0,0.6015641888555882,0.1428571428571429,0.6015641888555882,
beta,T4-O2,abs,Narco,SYN,9,18,115.0,0.08487874677553436,-0.4197530864197532,0.16975749355106873,
beta,T4-O2,abs,Narco,TCSPi,9,35,255.0,0.004768282447891637,-0.6190476190476191,0.028609694687349824,*
beta,T4-O2,abs,SYN,TCSPi,18,35,447.0,0.013521561518782926,-0.4190476190476191,0.06760780759391463,
beta,Fp2-A1,rel,EAI,Narco,7,11,53.0,0.2109100050276521,-0.37662337662337664,1.0,
beta,Fp2-A1,rel,EAI,SYN,7,18,80.0,0.3260786353234866,-0.26984126984126977,1.0,
beta,Fp2-A1,rel,EAI,TCSPi,7,37,160.0,0.3434606188509523,-0.2355212355212355,1.0,
beta,Fp2-A1,rel,Narco,SYN,11,18,82.0,0.45831769413307955,0.1717171717171717,1.0,
beta,Fp2-A1,rel,Narco,TCSPi,11,37,153.0,0.22001287988885032,0.24815724815724816,1.0,
beta,Fp2-A1,rel,SYN,TCSPi,18,37,323.0,0.8646914036832938,0.03003003003003002,1.0,
beta,Fp2-A1,abs,EAI,Narco,6,9,17.0,0.2721278721278721,0.37037037037037035,0.8163836163836162,
beta,Fp2-A1,abs,EAI,SYN,6,17,25.0,0.07364260453505306,0.5098039215686274,0.3682130226752653,
beta,Fp2-A1,abs,EAI,TCSPi,6,38,96.0,0.5587645479874633,0.1578947368421053,0.8502184748478994,
beta,Fp2-A1,abs,Narco,SYN,9,17,52.0,0.19583011922996596,0.3202614379084967,0.7833204769198638,
beta,Fp2-A1,abs,Narco,TCSPi,9,38,201.0,0.4251092374239497,-0.17543859649122817,0.8502184748478994,
beta,Fp2-A1,abs,SYN,TCSPi,17,38,441.0,0.03235299717825239,-0.3653250773993808,0.19411798306951436,
beta,C3-A1,rel,EAI,Narco,7,11,63.0,0.026772247360482657,-0.6363636363636365,0.16063348416289594,
beta,C3-A1,rel,EAI,SYN,7,18,72.0,0.6149407114624506,-0.1428571428571428,1.0,
beta,C3-A1,rel,EAI,TCSPi,7,37,157.0,0.39447437209177066,-0.21235521235521237,1.0,
beta,C3-A1,rel,Narco,SYN,11,18,59.0,0.07583302378299661,0.4040404040404041,0.30333209513198645,
beta,C3-A1,rel,Narco,TCSPi,11,37,113.0,0.027265962256521847,0.4447174447174447,0.16063348416289594,
beta,C3-A1,rel,SYN,TCSPi,18,37,351.0,0.7535935714013229,-0.054054054054053946,1.0,
beta,C3-A1,abs,EAI,Narco,6,9,19.0,0.38841158841158835,0.2962962962962963,1.0,
beta,C3-A1,abs,EAI,SYN,6,17,28.0,0.11713077159301416,0.4509803921568627,0.5856538579650707,
beta,C3-A1,abs,EAI,TCSPi,6,36,92.0,0.5864124079785183,0.14814814814814814,1.0,
beta,C3-A1,abs,Narco,SYN,9,17,61.0,0.41883037948611723,0.20261437908496727,1.0,
beta,C3-A1,abs,Narco,TCSPi,9,36,184.0,0.5418173062236495,-0.1358024691358024,1.0,
beta,C3-A1,abs,SYN,TCSPi,17,36,412.0,0.044394737399836126,-0.34640522875817004,0.26636842439901676,
beta,T3-A1,rel,EAI,Narco,7,11,51.0,0.2854449472096531,-0.3246753246753247,1.0,
beta,T3-A1,rel,EAI,SYN,7,19,69.0,0.910142900577683,-0.03759398496240607,1.0,
beta,T3-A1,rel,EAI,TCSPi,7,39,164.0,0.41724385834721484,-0.20146520146520142,1.0,
beta,T3-A1,rel,Narco,SYN,11,19,82.0,0.34373951888501775,0.215311004784689,1.0,
beta,T3-A1,rel,Narco,TCSPi,11,39,185.0,0.4970337274972393,0.13752913752913754,1.0,
beta,T3-A1,rel,SYN,TCSPi,19,39,413.0,0.48653363877607847,-0.1147098515519569,1.0,
beta,T3-A1,abs,EAI,Narco,6,9,13.0,0.1134865134865135,0.5185185185185186,0.34045954045954047,
beta,T3-A1,abs,EAI,SYN,6,16,24.0,0.0832294640344176,0.5,0.3329178561376704,
beta,T3-A1,abs,EAI,TCSPi,6,33,98.0,0.9848768919976353,0.010101010101010055,1.0,
beta,T3-A1,abs,Narco,SYN,9,16,73.0,0.9774173567823232,-0.01388888888888884,1.0,
beta,T3-A1,abs,Narco,TCSPi,9,33,222.0,0.025240904731227053,-0.49494949494949503,0.12620452365613527,
beta,T3-A1,abs,SYN,TCSPi,16,33,382.0,0.012241386370827865,-0.446969696969697,0.0734483182249672,
beta,T4-A1,rel,EAI,Narco,7,11,53.0,0.2109100050276521,-0.37662337662337664,1.0,
beta,T4-A1,rel,EAI,SYN,7,19,87.0,0.2542110063849194,-0.30827067669172936,1.0,
beta,T4-A1,rel,EAI,TCSPi,7,37,180.0,0.10986914390204237,-0.38996138996139007,0.6592148634122542,
beta,T4-A1,rel,Narco,SYN,11,19,90.0,0.5468343308303629,0.13875598086124397,1.0,
beta,T4-A1,rel,Narco,TCSPi,11,37,184.0,0.6411670628211317,0.09582309582309578,1.0,
beta,T4-A1,rel,SYN,TCSPi,19,37,391.0,0.4997385979375678,-0.11237553342816509,1.0,
beta,T4-A1,abs,EAI,Narco,7,9,32.0,1.0,-0.015873015873015817,1.0,
beta,T4-A1,abs,EAI,SYN,7,18,46.0,0.3260786353234866,0.2698412698412699,0.9782359059704597,
beta,T4-A1,abs,EAI,TCSPi,7,36,177.0,0.09731935531260845,-0.40476190476190466,0.3892774212504338,
beta,T4-A1,abs,Narco,SYN,9,18,67.0,0.48745329036403495,0.1728395061728395,0.9782359059704597,
beta,T4-A1,abs,Narco,TCSPi,9,36,235.0,0.03966667592225933,-0.4506172839506173,0.19833337961129666,
beta,T4-A1,abs,SYN,TCSPi,18,36,487.0,0.002865807894225405,-0.5030864197530864,0.017194847365352428,*
beta,C4-A1,rel,EAI,Narco,7,11,65.0,0.015397184514831573,-0.6883116883116882,0.09238310708898943,
beta,C4-A1,rel,EAI,SYN,7,19,82.0,0.39463970811796895,-0.23308270676691722,0.7892794162359379,
beta,C4-A1,rel,EAI,TCSPi,7,37,183.0,0.08931605606680987,-0.4131274131274132,0.35726422426723947,
beta,C4-A1,rel,Narco,SYN,11,19,66.0,0.10196819159792388,0.368421052631579,0.35726422426723947,
beta,C4-A1,rel,Narco,TCSPi,11,37,120.0,0.04175238090493606,0.4103194103194103,0.2087619045246803,
beta,C4-A1,rel,SYN,TCSPi,19,37,385.0,0.5679520806545378,-0.09530583214793742,0.7892794162359379,
beta,C4-A1,abs,EAI,Narco,5,9,20.0,0.7972027972027972,0.11111111111111116,1.0,
beta,C4-A1,abs,EAI,SYN,5,18,28.0,0.22681208951231835,0.37777777777777777,0.9655738694186655,
beta,C4-A1,abs,EAI,TCSPi,5,37,104.0,0.6783798144517014,-0.12432432432432439,1.0,
beta,C4-A1,abs,Narco,SYN,9,18,72.0,0.6619715128514689,0.11111111111111116,1.0,
beta,C4-A1,abs,Narco,TCSPi,9,37,214.0,0.1931147738837331,-0.2852852852852852,0.9655738694186655,
beta,C4-A1,abs,SYN,TCSPi,18,37,460.0,0.02326339384692255,-0.38138138138138133,0.1395803630815353,
gamma_bas,Fp1-T3,rel,EAI,Narco,6,11,37.0,0.732546864899806,-0.1212121212121211,1.0,
gamma_bas,Fp1-T3,rel,EAI,SYN,6,19,30.0,0.09232072275550535,0.4736842105263158,0.27696216826651604,
gamma_bas,Fp1-T3,rel,EAI,TCSPi,6,39,106.0,0.7324427321591248,0.09401709401709402,1.0,
gamma_bas,Fp1-T3,rel,Narco,SYN,11,19,50.0,0.02012713771632021,0.5215311004784688,0.12076282629792126,
gamma_bas,Fp1-T3,rel,Narco,TCSPi,11,39,129.0,0.04651892216778632,0.39860139860139865,0.18607568867114527,
gamma_bas,Fp1-T3,rel,SYN,TCSPi,19,39,503.0,0.028749633806784428,-0.35762483130904177,0.14374816903392212,
gamma_bas,Fp1-T3,abs,EAI,Narco,6,9,15.0,0.181018981018981,0.4444444444444444,0.543056943056943,
gamma_bas,Fp1-T3,abs,EAI,SYN,6,16,19.0,0.032809295967190705,0.6041666666666667,0.16404647983595352,
gamma_bas,Fp1-T3,abs,EAI,TCSPi,6,35,88.0,0.5521280636813372,0.16190476190476188,0.5633702203058606,
gamma_bas,Fp1-T3,abs,Narco,SYN,9,16,42.0,0.09489787392476422,0.41666666666666663,0.37959149569905687,
gamma_bas,Fp1-T3,abs,Narco,TCSPi,9,35,195.0,0.2816851101529303,-0.23809523809523814,0.5633702203058606,
gamma_bas,Fp1-T3,abs,SYN,TCSPi,16,35,407.0,0.010230383074335509,-0.4535714285714285,0.061382298446013055,
gamma_bas,Fp1-C3,rel,EAI,Narco,6,10,33.0,0.7924575424575424,-0.10000000000000009,1.0,
gamma_bas,Fp1-C3,rel,EAI,SYN,6,19,40.0,0.302540937323546,0.29824561403508776,0.907622811970638,
gamma_bas,Fp1-C3,rel,EAI,TCSPi,6,38,104.0,0.7514147792083127,0.08771929824561409,1.0,
gamma_bas,Fp1-C3,rel,Narco,SYN,10,19,46.0,0.026058917269946025,0.5157894736842106,0.13029458634973012,
gamma_bas,Fp1-C3,rel,Narco,TCSPi,10,38,92.0,0.01331719874228375,0.5157894736842106,0.0799031924537025,
gamma_bas,Fp1-C3,rel,SYN,TCSPi,19,38,444.0,0.162543625842145,-0.22991689750692523,0.65017450336858,
gamma_bas,Fp1-C3,abs,EAI,Narco,6,9,25.0,0.8639360639360639,0.07407407407407407,1.0,
gamma_bas,Fp1-C3,abs,EAI,SYN,6,17,27.0,0.10092424737733663,0.47058823529411764,0.4780841307603459,
gamma_bas,Fp1-C3,abs,EAI,TCSPi,6,38,96.0,0.5587645479874633,0.1578947368421053,1.0,
gamma_bas,Fp1-C3,abs,Narco,SYN,9,17,42.0,0.06687824348079525,0.4509803921568627,0.40126946088477156,
gamma_bas,Fp1-C3,abs,Narco,TCSPi,9,38,159.0,0.7558581019053915,0.07017543859649122,1.0,
gamma_bas,Fp1-C3,abs,SYN,TCSPi,17,38,415.0,0.09561682615206918,-0.28482972136222906,0.4780841307603459,
gamma_bas,T3-O1,rel,EAI,Narco,7,11,61.0,0.04411764705882353,-0.5844155844155845,0.17647058823529413,
gamma_bas,T3-O1,rel,EAI,SYN,7,19,49.0,0.33387959866220734,0.26315789473684215,0.6677591973244147,
gamma_bas,T3-O1,rel,EAI,TCSPi,7,38,162.0,0.38018705313089884,-0.21804511278195493,0.6677591973244147,
gamma_bas,T3-O1,rel,Narco,SYN,11,19,42.0,0.007624498327390583,0.5980861244019139,0.045746989964343496,*
gamma_bas,T3-O1,rel,Narco,TCSPi,11,38,132.0,0.06679224636464502,0.368421052631579,0.20037673909393505,
gamma_bas,T3-O1,rel,SYN,TCSPi,19,38,509.0,0.012528651900341643,-0.40997229916897515,0.06264325950170821,
gamma_bas,T3-O1,abs,EAI,Narco,6,9,10.0,0.04955044955044956,0.6296296296296297,0.19820179820179823,
gamma_bas,T3-O1,abs,EAI,SYN,6,17,23.0,0.05238392423747115,0.5490196078431373,0.19820179820179823,
gamma_bas,T3-O1,abs,EAI,TCSPi,6,33,90.0,0.7470388089583138,0.09090909090909094,1.0,
gamma_bas,T3-O1,abs,Narco,SYN,9,17,74.0,0.9141594109425056,0.0326797385620915,1.0,
gamma_bas,T3-O1,abs,Narco,TCSPi,9,33,237.0,0.006986308058810227,-0.595959595959596,0.034931540294051135,*
gamma_bas,T3-O1,abs,SYN,TCSPi,17,33,438.0,0.0013030067882889062,-0.5614973262032086,0.007818040729733437,**
gamma_bas,Fp2-T4,rel,EAI,Narco,7,11,61.0,0.04411764705882353,-0.5844155844155845,0.17647058823529413,
gamma_bas,Fp2-T4,rel,EAI,SYN,7,19,40.0,0.1353146853146853,0.3984962406015038,0.27527117813277885,
gamma_bas,Fp2-T4,rel,EAI,TCSPi,7,39,158.0,0.528867468240819,-0.15750915750915762,0.528867468240819,
gamma_bas,Fp2-T4,rel,Narco,SYN,11,19,34.0,0.002590603317542745,0.6746411483253589,0.01554361990525647,*
gamma_bas,Fp2-T4,rel,Narco,TCSPi,11,39,142.0,0.09175705937759294,0.337995337995338,0.27527117813277885,
gamma_bas,Fp2-T4,rel,SYN,TCSPi,19,39,542.0,0.004610863485363926,-0.4628879892037787,0.02305431742681963,*
gamma_bas,Fp2-T4,abs,EAI,Narco,6,9,17.0,0.2721278721278721,0.37037037037037035,1.0,
gamma_bas,Fp2-T4,abs,EAI,SYN,6,17,29.0,0.13510059734316027,0.43137254901960786,0.6755029867158013,
gamma_bas,Fp2-T4,abs,EAI,TCSPi,6,37,110.0,0.9863796233023328,0.009009009009009028,1.0,
gamma_bas,Fp2-T4,abs,Narco,SYN,9,17,58.0,0.33197546708273695,0.24183006535947715,1.0,
gamma_bas,Fp2-T4,abs,Narco,TCSPi,9,37,206.0,0.280186001049043,-0.23723723723723733,1.0,
gamma_bas,Fp2-T4,abs,SYN,TCSPi,17,37,439.0,0.020919484971963675,-0.39586645468998416,0.12551690983178204,
gamma_bas,Fp2-C4,rel,EAI,Narco,6,11,49.0,0.12152553329023917,-0.48484848484848486,0.3645765998707175,
gamma_bas,Fp2-C4,rel,EAI,SYN,6,18,46.0,0.6260810128087017,0.14814814814814814,1.0,
gamma_bas,Fp2-C4,rel,EAI,TCSPi,6,36,121.0,0.661113129662552,-0.12037037037037046,1.0,
gamma_bas,Fp2-C4,rel,Narco,SYN,11,18,43.0,0.012612069147875615,0.5656565656565656,0.06306034573937808,
gamma_bas,Fp2-C4,rel,Narco,TCSPi,11,36,92.0,0.008030441101946369,0.5353535353535354,0.04818264661167822,*
gamma_bas,Fp2-C4,rel,SYN,TCSPi,18,36,417.0,0.08963634095786303,-0.287037037037037,0.35854536383145214,
gamma_bas,Fp2-C4,abs,EAI,Narco,6,9,32.0,0.606993006993007,-0.18518518518518512,1.0,
gamma_bas,Fp2-C4,abs,EAI,SYN,6,17,43.0,0.608794714057872,0.1568627450980392,1.0,
gamma_bas,Fp2-C4,abs,EAI,TCSPi,6,35,128.0,0.41627012615459347,-0.21904761904761916,1.0,
gamma_bas,Fp2-C4,abs,Narco,SYN,9,17,57.0,0.3058167100529222,0.2549019607843137,1.0,
gamma_bas,Fp2-C4,abs,Narco,TCSPi,9,35,165.0,0.8386113631746286,-0.04761904761904767,1.0,
gamma_bas,Fp2-C4,abs,SYN,TCSPi,17,35,398.0,0.05109075384718811,-0.3378151260504201,0.30654452308312863,
gamma_bas,T4-O2,rel,EAI,Narco,6,11,49.0,0.12152553329023917,-0.48484848484848486,0.24305106658047834,
gamma_bas,T4-O2,rel,EAI,SYN,6,19,18.0,0.011247882552230378,0.6842105263157895,0.044991530208921514,*
gamma_bas,T4-O2,rel,EAI,TCSPi,6,38,118.0,0.9071552384087831,-0.03508771929824572,0.9071552384087831,
gamma_bas,T4-O2,rel,Narco,SYN,11,19,23.0,0.0004903853223648824,0.7799043062200957,0.002451926611824412,**
gamma_bas,T4-O2,rel,Narco,TCSPi,11,38,121.0,0.03602474307790414,0.42105263157894735,0.10807422923371242,
gamma_bas,T4-O2,rel,SYN,TCSPi,19,38,585.0,0.00015468264476884436,-0.6204986149584488,0.0009280958686130661,***
gamma_bas,T4-O2,abs,EAI,Narco,6,9,13.0,0.1134865134865135,0.5185185185185186,0.34045954045954047,
gamma_bas,T4-O2,abs,EAI,SYN,6,17,25.0,0.07364260453505306,0.5098039215686274,0.29457041814021223,
gamma_bas,T4-O2,abs,EAI,TCSPi,6,34,88.0,0.617706428232744,0.13725490196078427,1.0,
gamma_bas,T4-O2,abs,Narco,SYN,9,17,89.0,0.5177862052646545,-0.1633986928104576,1.0,
gamma_bas,T4-O2,abs,Narco,TCSPi,9,34,248.0,0.0047842906054198974,-0.6209150326797386,0.023921453027099488,*
gamma_bas,T4-O2,abs,SYN,TCSPi,17,34,469.0,0.0003349482637947851,-0.6228373702422145,0.0020096895827687107,**
gamma_bas,Fp1-A1,rel,EAI,Narco,6,11,36.0,0.807530704589528,-0.09090909090909083,1.0,
gamma_bas,Fp1-A1,rel,EAI,SYN,6,19,33.0,0.13780914737436473,0.42105263157894735,0.4134274421230942,
gamma_bas,Fp1-A1,rel,EAI,TCSPi,6,38,95.0,0.5363757059729832,0.16666666666666663,1.0,
gamma_bas,Fp1-A1,rel,Narco,SYN,11,19,39.0,0.005152041691840436,0.6267942583732058,0.030912250151042618,*
gamma_bas,Fp1-A1,rel,Narco,TCSPi,11,38,100.0,0.009326626404213306,0.5215311004784688,0.04663313202106653,*
gamma_bas,Fp1-A1,rel,SYN,TCSPi,19,38,465.0,0.07976390576675751,-0.2880886426592797,0.31905562306703006,
gamma_bas,Fp1-A1,abs,EAI,Narco,6,9,17.0,0.2721278721278721,0.37037037037037035,1.0,
gamma_bas,Fp1-A1,abs,EAI,SYN,6,16,26.0,0.11480573090480212,0.45833333333333337,0.5740286545240105,
gamma_bas,Fp1-A1,abs,EAI,TCSPi,6,36,96.0,0.6867985083646188,0.11111111111111116,1.0,
gamma_bas,Fp1-A1,abs,Narco,SYN,9,16,62.0,0.5906933198847109,0.13888888888888884,1.0,
gamma_bas,Fp1-A1,abs,Narco,TCSPi,9,36,201.0,0.2746371656669462,-0.2407407407407407,1.0,
gamma_bas,Fp1-A1,abs,SYN,TCSPi,16,36,396.0,0.03306228328901747,-0.375,0.1983736997341048,
gamma_bas,Fp2-A1,rel,EAI,Narco,6,11,39.0,0.5908209437621202,-0.18181818181818188,1.0,
gamma_bas,Fp2-A1,rel,EAI,SYN,6,19,37.0,0.2211744776962168,0.3508771929824561,0.6635234330886504,
gamma_bas,Fp2-A1,rel,EAI,TCSPi,6,38,103.0,0.7261994953430004,0.0964912280701754,1.0,
gamma_bas,Fp2-A1,rel,Narco,SYN,11,19,39.0,0.005152041691840436,0.6267942583732058,0.030912250151042618,*
gamma_bas,Fp2-A1,rel,Narco,TCSPi,11,38,105.0,0.013136944524831487,0.4976076555023924,0.06568472262415744,
gamma_bas,Fp2-A1,rel,SYN,TCSPi,19,38,475.0,0.054689044341706475,-0.3157894736842106,0.2187561773668259,
gamma_bas,Fp2-A1,abs,EAI,Narco,6,9,18.0,0.3276723276723276,0.33333333333333337,0.9174501301587666,
gamma_bas,Fp2-A1,abs,EAI,SYN,6,17,25.0,0.07364260453505306,0.5098039215686274,0.3682130226752653,
gamma_bas,Fp2-A1,abs,EAI,TCSPi,6,37,113.0,0.9591467433363722,-0.018018018018018056,0.9591467433363722,
gamma_bas,Fp2-A1,abs,Narco,SYN,9,17,57.0,0.3058167100529222,0.2549019607843137,0.9174501301587666,
gamma_bas,Fp2-A1,abs,Narco,TCSPi,9,37,216.0,0.17484494384839344,-0.29729729729729737,0.6993797753935738,
gamma_bas,Fp2-A1,abs,SYN,TCSPi,17,37,465.0,0.005211351475161118,-0.4785373608903021,0.03126810885096671,*
gamma_bas,T3-A1,rel,EAI,Narco,6,10,30.0,1.0,0.0,1.0,
gamma_bas,T3-A1,rel,EAI,SYN,6,19,22.0,0.02516092603049125,0.6140350877192983,0.100643704121965,
gamma_bas,T3-A1,rel,EAI,TCSPi,6,38,85.0,0.3386290397067482,0.2543859649122807,0.6772580794134964,
gamma_bas,T3-A1,rel,Narco,SYN,10,19,34.0,0.00550439938044453,0.6421052631578947,0.03302639628266718,*
gamma_bas,T3-A1,rel,Narco,TCSPi,10,38,117.0,0.06569301841513694,0.38421052631578945,0.19707905524541083,
gamma_bas,T3-A1,rel,SYN,TCSPi,19,38,522.0,0.0065884794423273435,-0.445983379501385,0.03302639628266718,*
gamma_bas,T3-A1,abs,EAI,Narco,7,10,14.0,0.043089263677498976,0.6,0.1723570547099959,
gamma_bas,T3-A1,abs,EAI,SYN,7,17,29.0,0.05531863254975383,0.5126050420168067,0.1723570547099959,
gamma_bas,T3-A1,abs,EAI,TCSPi,7,35,119.0,0.9211494500326334,0.02857142857142858,1.0,
gamma_bas,T3-A1,abs,Narco,SYN,10,17,83.0,0.9399645113416611,0.02352941176470591,1.0,
gamma_bas,T3-A1,abs,Narco,TCSPi,10,35,265.0,0.014548205913238396,-0.5142857142857142,0.07274102956619198,
gamma_bas,T3-A1,abs,SYN,TCSPi,17,35,457.0,0.0019245212045903575,-0.5361344537815127,0.011547127227542146,*
gamma_bas,C3-A1,rel,EAI,Narco,7,11,57.0,0.10419808949220714,-0.48051948051948057,0.3125942684766214,
gamma_bas,C3-A1,rel,EAI,SYN,7,19,48.0,0.3057859531772575,0.27819548872180455,0.611571906354515,
gamma_bas,C3-A1,rel,EAI,TCSPi,7,38,131.0,0.9633685341569632,0.015037593984962405,0.9633685341569632,
gamma_bas,C3-A1,rel,Narco,SYN,11,19,32.0,0.0019442042470441542,0.69377990430622,0.011665225482264925,*
gamma_bas,C3-A1,rel,Narco,TCSPi,11,38,85.0,0.0030836984299121746,0.5933014354066986,0.015418492149560873,*
gamma_bas,C3-A1,rel,SYN,TCSPi,19,38,478.0,0.048595590420230844,-0.32409972299168976,0.19438236168092338,
gamma_bas,C3-A1,abs,EAI,Narco,7,9,18.0,0.1737762237762238,0.4285714285714286,0.5692797540623629,
gamma_bas,C3-A1,abs,EAI,SYN,7,17,34.0,0.11385595081247257,0.4285714285714286,0.5692797540623629,
gamma_bas,C3-A1,abs,EAI,TCSPi,7,36,119.0,0.8343587041679409,0.05555555555555558,1.0,
gamma_bas,C3-A1,abs,Narco,SYN,9,17,69.0,0.7059672880183405,0.0980392156862745,1.0,
gamma_bas,C3-A1,abs,Narco,TCSPi,9,36,217.0,0.1219960801001855,-0.3395061728395061,0.5692797540623629,
gamma_bas,C3-A1,abs,SYN,TCSPi,17,36,432.0,0.016781855661597175,-0.41176470588235303,0.10069113396958304,
gamma_bas,T4-A1,rel,EAI,Narco,6,11,37.0,0.732546864899806,-0.1212121212121211,1.0,
gamma_bas,T4-A1,rel,EAI,SYN,6,19,30.0,0.09232072275550535,0.4736842105263158,0.3692828910220214,
gamma_bas,T4-A1,rel,EAI,TCSPi,6,37,104.0,0.8242850680083865,0.06306306306306309,1.0,
gamma_bas,T4-A1,rel,Narco,SYN,11,19,44.0,0.009817604551185419,0.5789473684210527,0.049088022755927094,*
gamma_bas,T4-A1,rel,Narco,TCSPi,11,37,139.0,0.11643554905838545,0.31695331695331697,0.3692828910220214,
gamma_bas,T4-A1,rel,SYN,TCSPi,19,37,508.0,0.006942196572037888,-0.44523470839260315,0.04165317943222733,*
gamma_bas,T4-A1,abs,EAI,Narco,7,9,24.0,0.46975524475524477,0.23809523809523814,1.0,
gamma_bas,T4-A1,abs,EAI,SYN,7,17,45.0,0.3827635623974297,0.24369747899159666,1.0,
gamma_bas,T4-A1,abs,EAI,TCSPi,7,37,155.0,0.43078463763898284,-0.19691119691119696,1.0,
gamma_bas,T4-A1,abs,Narco,SYN,9,17,67.0,0.6276258050283593,0.12418300653594772,1.0,
gamma_bas,T4-A1,abs,Narco,TCSPi,9,37,244.0,0.03299752416156934,-0.4654654654654655,0.1649876208078467,
gamma_bas,T4-A1,abs,SYN,TCSPi,17,37,470.0,0.0038919010434367678,-0.49443561208267095,0.023351406260620607,*
gamma_bas,C4-A1,rel,EAI,Narco,7,11,58.0,0.08534439416792358,-0.5064935064935066,0.2560331825037707,
gamma_bas,C4-A1,rel,EAI,SYN,7,19,41.0,0.15157190635451503,0.3834586466165414,0.30314381270903007,
gamma_bas,C4-A1,rel,EAI,TCSPi,7,38,123.0,0.7710150944410731,0.07518796992481203,0.7710150944410731,
gamma_bas,C4-A1,rel,Narco,SYN,11,19,31.0,0.0016799170338514966,0.7033492822966507,0.01007950220310898,*
gamma_bas,C4-A1,rel,Narco,TCSPi,11,38,96.0,0.007024293305693993,0.5406698564593302,0.035121466528469966,*
gamma_bas,C4-A1,rel,SYN,TCSPi,19,38,494.0,0.024898602300492362,-0.368421052631579,0.09959440920196945,
gamma_bas,C4-A1,abs,EAI,Narco,6,10,8.0,0.015984015984015984,0.7333333333333334,0.0959040959040959,
gamma_bas,C4-A1,abs,EAI,SYN,6,16,23.0,0.07009502365539517,0.5208333333333333,0.21028507096618554,
gamma_bas,C4-A1,abs,EAI,TCSPi,6,36,88.0,0.4930662440290168,0.18518518518518523,0.9861324880580336,
gamma_bas,C4-A1,abs,Narco,SYN,10,16,92.0,0.5444462141032209,-0.1499999999999999,0.9861324880580336,
