feature,importance
Gamma_wavelet_2_6,0.000515953781480028
Beta_wavelet_9_6,0.0005064680057456088
Theta_psd_mean_19,0.0005063649852405758
Beta_var_26,0.0005049099326676288
Alpha_wavelet_17_7,0.0005001600828648608
Delta_power_16,0.00050012624625423
Alpha_power_15,0.0004988962887579717
Alpha_power_16,0.0004960282784756746
Beta_power_17,0.0004941787639137226
Alpha_wavelet_18_5,0.0004938734725461067
Delta_wavelet_5_6,0.0004937963029829007
Alpha_wavelet_5_8,0.0004888480871936497
Beta_wavelet_1_7,0.0004881838137776651
Delta_var_11,0.0004871885580590412
Delta_power_5,0.0004866746447715746
Beta_wavelet_18_8,0.0004854216291386042
Gamma_wavelet_18_7,0.0004846946147755595
Alpha_wavelet_4_8,0.0004828487223213564
Delta_psd_mean_14,0.00048194398762966395
Theta_wavelet_3_7,0.00048057024181038876
Delta_wavelet_13_7,0.0004785515335356873
Gamma_psd_mean_16,0.00047777309546560593
Delta_power_4,0.00047489309292208685
Beta_psd_mean_21,0.0004730945356882759
Delta_wavelet_3_5,0.00046970712255202916
Beta_psd_mean_23,0.000468045490519187
Theta_var_0,0.0004678340669683036
Gamma_power_24,0.0004662124206233107
Theta_wavelet_7_8,0.00046443130627156
Alpha_wavelet_25_8,0.0004639055482581281
Beta_power_26,0.00046340431226594395
Theta_var_3,0.0004612231955269436
Beta_wavelet_6_6,0.00046111313737833156
Theta_wavelet_11_7,0.0004604634169307159
Theta_power_0,0.0004600614087323329
Beta_psd_mean_1,0.0004593783506503597
Beta_wavelet_15_8,0.0004564011205170045
Alpha_wavelet_26_6,0.0004554264419707987
Alpha_std_21,0.00045354508392026876
Alpha_power_1,0.00045320562986880645
Theta_wavelet_2_7,0.00045261187696387116
Beta_wavelet_17_5,0.00044907403921467967
Theta_wavelet_25_5,0.00044831273666255146
Alpha_std_9,0.0004468050043672648
Beta_power_11,0.00044658458421918196
Delta_power_11,0.0004456238231587656
Gamma_var_17,0.0004418412867666506
Theta_psd_mean_26,0.00044021167989926805
Beta_wavelet_24_6,0.00043983286889406507
Delta_wavelet_18_7,0.0004380521013071335
Alpha_psd_mean_26,0.00043692524801093125
Gamma_wavelet_5_7,0.00043632540802960554
Beta_wavelet_23_8,0.0004314099022585251
Gamma_var_22,0.0004269367771033549
Beta_std_1,0.0004263506928612843
Gamma_wavelet_20_5,0.00042491983410306695
Delta_wavelet_20_5,0.0004243423922949922
Gamma_wavelet_1_8,0.0004167125088159422
Alpha_psd_mean_22,0.00041599279181714864
Theta_std_25,0.00041407206606262117
Theta_power_4,0.00041233815174000744
Theta_wavelet_2_8,0.0004116007521568981
Beta_wavelet_20_6,0.0004108728857852132
Gamma_wavelet_19_8,0.00040924082723232355
Delta_wavelet_15_6,0.0004067238047769676
Beta_var_29,0.0004054679617930273
Theta_psd_mean_6,0.00039934467440826636
Theta_wavelet_17_8,0.0003977504918321279
Beta_power_14,0.0003976555618230347
Alpha_std_14,0.00039746770270675225
Theta_psd_mean_15,0.0003971119712812197
