feature,importance
Gamma_wavelet_23_1,0.0
Gamma_wavelet_23_0,0.0
Gamma_wavelet_22_9,0.0
Gamma_wavelet_22_7,0.0
Gamma_wavelet_22_6,0.0
Gamma_wavelet_22_5,0.0
Gamma_wavelet_22_3,0.0
Gamma_wavelet_22_2,0.0
Gamma_wavelet_22_0,0.0
Beta_var_30,0.0
Beta_var_31,0.0
Gamma_wavelet_21_6,0.0
Beta_var_28,0.0
Gamma_wavelet_14_2,0.0
Gamma_wavelet_14_1,0.0
Gamma_wavelet_14_0,0.0
Beta_wavelet_27_2,0.0
Beta_wavelet_27_3,0.0
Gamma_wavelet_13_4,0.0
Gamma_wavelet_13_3,0.0
Gamma_wavelet_13_1,0.0
Gamma_wavelet_13_0,0.0
Gamma_wavelet_12_9,0.0
Gamma_wavelet_12_7,0.0
Gamma_wavelet_12_5,0.0
Gamma_wavelet_12_4,0.0
Beta_power_31,0.0
Gamma_wavelet_12_2,0.0
Gamma_wavelet_12_1,0.0
Gamma_wavelet_12_0,0.0
Beta_wavelet_27_4,0.0
Beta_wavelet_27_5,0.0
Beta_wavelet_27_6,0.0
Beta_wavelet_27_7,0.0
Beta_wavelet_27_8,0.0
Gamma_wavelet_11_4,0.0
Gamma_wavelet_11_3,0.0
Beta_wavelet_28_0,0.0
Beta_wavelet_28_1,0.0
Beta_wavelet_28_2,0.0
Gamma_wavelet_12_3,0.0
Beta_psd_mean_27,0.0
Beta_psd_mean_28,0.0
Gamma_wavelet_18_2,0.0
Gamma_wavelet_18_0,0.0
Gamma_wavelet_17_9,0.0
Beta_psd_mean_29,0.0
Gamma_wavelet_17_5,0.0
Gamma_wavelet_17_4,0.0
Gamma_wavelet_17_3,0.0
Gamma_wavelet_17_2,0.0
Gamma_wavelet_17_1,0.0
Gamma_wavelet_17_0,0.0
Gamma_wavelet_16_8,0.0
Gamma_wavelet_14_3,0.0
Gamma_wavelet_16_3,0.0
Gamma_wavelet_16_2,0.0
Beta_psd_mean_30,0.0
Gamma_wavelet_16_0,0.0
Gamma_wavelet_15_8,0.0
Beta_psd_mean_31,0.0
Beta_wavelet_27_0,0.0
Gamma_wavelet_15_3,0.0
Gamma_wavelet_15_2,0.0
Gamma_wavelet_15_1,0.0
Beta_wavelet_27_1,0.0
Gamma_wavelet_15_0,0.0
Gamma_wavelet_14_9,0.0
Gamma_wavelet_14_4,0.0
Gamma_wavelet_16_6,0.0
Theta_power_18,0.0
Theta_power_15,0.0
Theta_power_14,0.0
Theta_power_13,0.0
Theta_power_12,0.0
Theta_power_11,0.0
Theta_power_10,0.0
Theta_power_9,0.0
Theta_power_8,0.0
Theta_power_7,0.0
Theta_power_6,0.0
Theta_power_5,0.0
Theta_power_3,0.0
Theta_power_2,0.0
Delta_var_21,0.0
Theta_skew_26,0.0
Theta_skew_25,0.0
Theta_skew_24,0.0
Theta_skew_23,0.0
Theta_skew_21,0.0
Theta_skew_20,0.0
Theta_skew_18,0.0
Theta_skew_14,0.0
Theta_skew_12,0.0
Theta_skew_11,0.0
Theta_skew_10,0.0
Theta_skew_9,0.0
Theta_skew_8,0.0
Theta_skew_6,0.0
Theta_skew_5,0.0
Theta_power_1,0.0
Theta_wavelet_2_5,0.0
Theta_wavelet_2_4,0.0
Theta_wavelet_2_2,0.0
Theta_wavelet_2_1,0.0
Theta_wavelet_2_0,0.0
Theta_wavelet_1_9,0.0
Theta_wavelet_1_8,0.0
Theta_wavelet_1_6,0.0
Theta_wavelet_1_5,0.0
Theta_wavelet_1_4,0.0
Theta_wavelet_1_3,0.0
Theta_wavelet_1_2,0.0
Theta_wavelet_1_0,0.0
Theta_wavelet_0_9,0.0
Theta_power_19,0.0
Theta_wavelet_0_3,0.0
Theta_wavelet_0_2,0.0
Theta_wavelet_0_1,0.0
Theta_wavelet_0_0,0.0
Theta_psd_mean_21,0.0
Theta_psd_mean_19,0.0
Theta_psd_mean_10,0.0
Theta_psd_mean_8,0.0
Theta_psd_mean_2,0.0
Theta_psd_mean_1,0.0
Theta_power_26,0.0
Theta_power_25,0.0
Theta_power_24,0.0
Theta_power_22,0.0
Theta_power_21,0.0
Theta_wavelet_0_4,0.0
Theta_mean_14,0.0
Theta_mean_13,0.0
Theta_mean_12,0.0
Theta_mean_11,0.0
Theta_mean_10,0.0
Theta_mean_9,0.0
Theta_mean_8,0.0
Theta_mean_7,0.0
Theta_mean_6,0.0
Theta_mean_5,0.0
Theta_mean_4,0.0
Theta_mean_3,0.0
Theta_mean_2,0.0
Theta_mean_1,0.0
Theta_skew_4,0.0
Delta_ica_infomax_energy_4,0.0
Delta_ica_infomax_energy_3,0.0
Delta_ica_infomax_energy_2,0.0
Delta_wavelet_26_9,0.0
Delta_wavelet_26_8,0.0
Delta_wavelet_26_5,0.0
Delta_wavelet_26_4,0.0
Delta_wavelet_26_3,0.0
Delta_wavelet_26_2,0.0
Delta_wavelet_26_1,0.0
Delta_wavelet_26_0,0.0
Delta_wavelet_25_9,0.0
Delta_wavelet_25_8,0.0
Delta_wavelet_25_7,0.0
Delta_wavelet_25_5,0.0
Theta_mean_0,0.0
Theta_skew_3,0.0
Theta_skew_2,0.0
Theta_skew_1,0.0
Theta_skew_0,0.0
Theta_std_21,0.0
Theta_std_19,0.0
Theta_std_16,0.0
Theta_std_15,0.0
Theta_std_14,0.0
Theta_std_12,0.0
Theta_std_10,0.0
Theta_std_9,0.0
Theta_std_8,0.0
Theta_std_2,0.0
Theta_std_1,0.0
Theta_mean_15,0.0
Theta_var_25,0.0
Theta_var_22,0.0
Theta_var_21,0.0
Theta_var_19,0.0
Theta_var_10,0.0
Theta_var_2,0.0
Theta_var_0,0.0
Theta_mean_24,0.0
Theta_mean_23,0.0
Theta_mean_22,0.0
Theta_mean_21,0.0
Theta_mean_20,0.0
Theta_mean_19,0.0
Theta_mean_18,0.0
Theta_mean_16,0.0
Theta_std_0,0.0
Theta_wavelet_16_1,0.0
Theta_wavelet_16_0,0.0
Theta_wavelet_15_6,0.0
Theta_wavelet_15_4,0.0
Theta_wavelet_15_3,0.0
Theta_wavelet_15_2,0.0
Theta_wavelet_15_1,0.0
Theta_wavelet_15_0,0.0
Theta_wavelet_14_9,0.0
Theta_wavelet_14_7,0.0
Theta_wavelet_14_4,0.0
Theta_wavelet_14_3,0.0
Theta_wavelet_14_2,0.0
Theta_wavelet_14_1,0.0
Theta_wavelet_2_6,0.0
Theta_wavelet_13_7,0.0
Theta_wavelet_13_5,0.0
Theta_wavelet_13_4,0.0
Theta_wavelet_13_3,0.0
Theta_wavelet_13_2,0.0
Theta_wavelet_13_0,0.0
Theta_wavelet_12_8,0.0
Theta_wavelet_12_7,0.0
Theta_wavelet_12_5,0.0
Theta_wavelet_12_4,0.0
Theta_wavelet_12_3,0.0
Theta_wavelet_12_2,0.0
Theta_wavelet_12_1,0.0
Theta_wavelet_12_0,0.0
Theta_wavelet_11_9,0.0
Theta_wavelet_14_0,0.0
Theta_wavelet_21_2,0.0
Theta_wavelet_21_1,0.0
Theta_wavelet_21_0,0.0
Theta_wavelet_20_9,0.0
Theta_wavelet_20_4,0.0
Theta_wavelet_20_3,0.0
Theta_wavelet_20_2,0.0
Theta_wavelet_20_1,0.0
Theta_wavelet_20_0,0.0
Theta_wavelet_19_9,0.0
Theta_wavelet_19_8,0.0
Theta_wavelet_19_7,0.0
Theta_wavelet_19_5,0.0
Theta_wavelet_19_4,0.0
Theta_wavelet_16_2,0.0
Theta_wavelet_19_2,0.0
Theta_wavelet_19_1,0.0
Theta_wavelet_19_0,0.0
Theta_wavelet_18_9,0.0
Theta_wavelet_18_5,0.0
Theta_wavelet_18_4,0.0
Theta_wavelet_18_3,0.0
Theta_wavelet_18_1,0.0
Theta_wavelet_17_4,0.0
Theta_wavelet_17_3,0.0
Theta_wavelet_17_2,0.0
Theta_wavelet_17_0,0.0
Theta_wavelet_16_8,0.0
Theta_wavelet_16_4,0.0
Theta_wavelet_16_3,0.0
Theta_wavelet_19_3,0.0
Theta_wavelet_7_3,0.0
Theta_wavelet_7_2,0.0
Theta_wavelet_7_1,0.0
Theta_wavelet_7_0,0.0
Theta_wavelet_6_4,0.0
Theta_wavelet_6_3,0.0
Theta_wavelet_6_2,0.0
Theta_wavelet_6_1,0.0
Theta_wavelet_6_0,0.0
Theta_wavelet_5_8,0.0
Theta_wavelet_5_4,0.0
Theta_wavelet_5_3,0.0
Theta_wavelet_5_2,0.0
Theta_wavelet_5_1,0.0
Theta_wavelet_11_4,0.0
Theta_wavelet_4_9,0.0
Theta_wavelet_4_8,0.0
Theta_wavelet_4_4,0.0
Theta_wavelet_4_3,0.0
Theta_wavelet_4_2,0.0
Theta_wavelet_4_1,0.0
Theta_wavelet_4_0,0.0
Theta_wavelet_3_9,0.0
Theta_wavelet_3_8,0.0
Theta_wavelet_3_7,0.0
Theta_wavelet_3_3,0.0
Theta_wavelet_3_2,0.0
Theta_wavelet_3_1,0.0
Theta_wavelet_3_0,0.0
Theta_wavelet_2_9,0.0
Theta_wavelet_5_0,0.0
Theta_wavelet_11_3,0.0
Theta_wavelet_11_2,0.0
Theta_wavelet_11_1,0.0
Theta_wavelet_11_0,0.0
Theta_wavelet_10_8,0.0
Theta_wavelet_10_7,0.0
Theta_wavelet_10_6,0.0
Theta_wavelet_10_5,0.0
Theta_wavelet_10_4,0.0
Theta_wavelet_10_3,0.0
Theta_wavelet_10_2,0.0
Theta_wavelet_10_1,0.0
Theta_wavelet_10_0,0.0
Theta_wavelet_9_9,0.0
Theta_wavelet_9_6,0.0
Theta_wavelet_7_4,0.0
Theta_wavelet_9_3,0.0
Theta_wavelet_9_2,0.0
Theta_wavelet_9_1,0.0
Theta_wavelet_8_9,0.0
Theta_wavelet_8_8,0.0
Theta_wavelet_8_7,0.0
Theta_wavelet_8_6,0.0
Theta_wavelet_8_5,0.0
Theta_wavelet_8_4,0.0
Theta_wavelet_8_3,0.0
Theta_wavelet_8_2,0.0
Theta_wavelet_8_1,0.0
Theta_wavelet_8_0,0.0
Theta_wavelet_7_9,0.0
Theta_wavelet_7_8,0.0
Theta_wavelet_9_4,0.0
Delta_wavelet_2_0,0.0
Delta_wavelet_1_9,0.0
Delta_wavelet_1_7,0.0
Delta_wavelet_1_5,0.0
Delta_wavelet_1_4,0.0
Delta_wavelet_1_3,0.0
Delta_wavelet_1_2,0.0
Delta_wavelet_1_1,0.0
Delta_wavelet_1_0,0.0
Delta_wavelet_0_5,0.0
Delta_wavelet_0_4,0.0
Delta_wavelet_0_0,0.0
Delta_psd_mean_21,0.0
Delta_psd_mean_18,0.0
Delta_wavelet_25_4,0.0
Delta_psd_mean_12,0.0
Delta_psd_mean_10,0.0
Delta_psd_mean_8,0.0
Delta_psd_mean_2,0.0
Delta_power_26,0.0
Delta_power_25,0.0
Delta_power_24,0.0
Delta_power_22,0.0
Delta_power_21,0.0
Delta_power_20,0.0
Delta_power_19,0.0
Delta_power_14,0.0
Delta_power_13,0.0
Delta_power_12,0.0
Delta_power_9,0.0
Delta_psd_mean_15,0.0
Delta_wavelet_6_4,0.0
Delta_wavelet_6_3,0.0
Delta_wavelet_6_2,0.0
Delta_wavelet_6_0,0.0
Delta_wavelet_5_8,0.0
Delta_wavelet_5_4,0.0
Delta_wavelet_5_3,0.0
Delta_wavelet_5_2,0.0
Delta_wavelet_5_1,0.0
Delta_wavelet_5_0,0.0
Delta_wavelet_4_9,0.0
Delta_wavelet_4_8,0.0
Delta_wavelet_4_5,0.0
Delta_wavelet_4_4,0.0
Delta_wavelet_2_1,0.0
Delta_wavelet_4_2,0.0
Delta_wavelet_4_1,0.0
Delta_wavelet_4_0,0.0
Delta_wavelet_3_9,0.0
Delta_wavelet_3_8,0.0
Delta_wavelet_3_7,0.0
Delta_wavelet_3_4,0.0
Delta_wavelet_3_3,0.0
Delta_wavelet_3_1,0.0
Delta_wavelet_3_0,0.0
Delta_wavelet_2_7,0.0
Delta_wavelet_2_6,0.0
Delta_wavelet_2_5,0.0
Delta_wavelet_2_4,0.0
Delta_wavelet_2_2,0.0
Delta_wavelet_4_3,0.0
Gamma_wavelet_28_1,0.0
Gamma_wavelet_28_0,0.0
Gamma_wavelet_27_9,0.0
Gamma_wavelet_27_8,0.0
Gamma_wavelet_27_6,0.0
Gamma_wavelet_27_4,0.0
Gamma_wavelet_27_3,0.0
Gamma_wavelet_27_2,0.0
Gamma_wavelet_27_1,0.0
Gamma_wavelet_27_0,0.0
Gamma_psd_mean_31,0.0
Gamma_psd_mean_30,0.0
Gamma_psd_mean_28,0.0
Gamma_psd_mean_27,0.0
Delta_power_8,0.0
Gamma_power_29,0.0
Gamma_power_28,0.0
Gamma_power_27,0.0
Gamma_skew_31,0.0
Gamma_skew_30,0.0
Gamma_skew_28,0.0
Gamma_wavelet_28_7,0.0
Gamma_wavelet_29_5,0.0
Gamma_power_30,0.0
Delta_mean_16,0.0
Delta_mean_15,0.0
Delta_mean_9,0.0
Delta_mean_8,0.0
Delta_mean_6,0.0
Delta_mean_5,0.0
Gamma_power_31,0.0
Delta_power_6,0.0
Delta_power_2,0.0
Delta_power_1,0.0
Delta_power_0,0.0
Delta_skew_24,0.0
Delta_skew_21,0.0
Delta_skew_19,0.0
Delta_skew_18,0.0
Delta_skew_15,0.0
Delta_skew_13,0.0
Delta_skew_12,0.0
Delta_skew_10,0.0
Delta_skew_8,0.0
Delta_skew_6,0.0
Delta_skew_2,0.0
Gamma_wavelet_28_2,0.0
Delta_std_26,0.0
Delta_std_22,0.0
Delta_std_21,0.0
Delta_std_19,0.0
Delta_std_15,0.0
Delta_std_10,0.0
Delta_std_8,0.0
Delta_std_6,0.0
Delta_std_1,0.0
Delta_std_0,0.0
Gamma_wavelet_31_9,0.0
Gamma_wavelet_28_6,0.0
Gamma_wavelet_28_5,0.0
Gamma_wavelet_28_4,0.0
Gamma_wavelet_28_3,0.0
Delta_skew_0,0.0
Delta_wavelet_20_5,0.0
Delta_wavelet_20_4,0.0
Delta_wavelet_20_3,0.0
Delta_wavelet_20_2,0.0
Delta_wavelet_20_1,0.0
Delta_wavelet_20_0,0.0
Delta_wavelet_19_8,0.0
Delta_wavelet_19_7,0.0
Delta_wavelet_19_6,0.0
Delta_wavelet_19_5,0.0
Delta_wavelet_19_4,0.0
Delta_wavelet_19_3,0.0
Delta_wavelet_19_1,0.0
Delta_wavelet_19_0,0.0
Delta_wavelet_6_5,0.0
Delta_wavelet_18_8,0.0
Delta_wavelet_18_5,0.0
Delta_wavelet_18_4,0.0
Delta_wavelet_18_3,0.0
Delta_wavelet_18_2,0.0
Delta_wavelet_18_1,0.0
Delta_wavelet_18_0,0.0
Delta_wavelet_17_4,0.0
Delta_wavelet_17_3,0.0
Delta_wavelet_17_1,0.0
Delta_wavelet_17_0,0.0
Delta_wavelet_16_4,0.0
Delta_wavelet_16_3,0.0
Delta_wavelet_16_2,0.0
Delta_wavelet_16_1,0.0
Delta_wavelet_18_9,0.0
Delta_wavelet_25_3,0.0
Delta_wavelet_25_2,0.0
Delta_wavelet_25_1,0.0
Delta_wavelet_25_0,0.0
Delta_wavelet_24_7,0.0
Delta_wavelet_24_5,0.0
Delta_wavelet_24_2,0.0
Delta_wavelet_24_0,0.0
Delta_wavelet_23_9,0.0
Delta_wavelet_23_5,0.0
Delta_wavelet_23_4,0.0
Delta_wavelet_23_3,0.0
Delta_wavelet_23_2,0.0
Delta_wavelet_23_1,0.0
Delta_wavelet_20_8,0.0
Delta_wavelet_22_9,0.0
Delta_wavelet_22_5,0.0
Delta_wavelet_22_4,0.0
Delta_wavelet_22_3,0.0
Delta_wavelet_22_2,0.0
Delta_wavelet_22_1,0.0
Delta_wavelet_22_0,0.0
Delta_wavelet_21_9,0.0
Delta_wavelet_21_7,0.0
Delta_wavelet_21_5,0.0
Delta_wavelet_21_4,0.0
Delta_wavelet_21_3,0.0
Delta_wavelet_21_2,0.0
Delta_wavelet_21_1,0.0
Delta_wavelet_21_0,0.0
Delta_wavelet_23_0,0.0
Delta_wavelet_11_0,0.0
Delta_wavelet_10_8,0.0
Delta_wavelet_10_7,0.0
Delta_wavelet_10_5,0.0
Delta_wavelet_10_4,0.0
Delta_wavelet_10_3,0.0
Delta_wavelet_10_2,0.0
Delta_wavelet_10_1,0.0
Delta_wavelet_10_0,0.0
Delta_wavelet_9_9,0.0
Delta_wavelet_9_7,0.0
Delta_wavelet_9_4,0.0
Delta_wavelet_9_3,0.0
Delta_wavelet_9_2,0.0
Delta_wavelet_16_0,0.0
Delta_wavelet_8_9,0.0
Delta_wavelet_8_8,0.0
Delta_wavelet_8_7,0.0
Delta_wavelet_8_6,0.0
Delta_wavelet_8_5,0.0
Delta_wavelet_8_4,0.0
Delta_wavelet_8_3,0.0
Delta_wavelet_8_2,0.0
Delta_wavelet_8_0,0.0
Delta_wavelet_7_9,0.0
Delta_wavelet_7_4,0.0
Delta_wavelet_7_3,0.0
Delta_wavelet_7_2,0.0
Delta_wavelet_6_8,0.0
Delta_wavelet_6_7,0.0
Delta_wavelet_9_0,0.0
Delta_wavelet_15_8,0.0
Delta_wavelet_15_7,0.0
Delta_wavelet_15_5,0.0
Delta_wavelet_15_4,0.0
Delta_wavelet_15_3,0.0
Delta_wavelet_15_2,0.0
Delta_wavelet_15_1,0.0
Delta_wavelet_15_0,0.0
Delta_wavelet_14_5,0.0
Delta_wavelet_14_4,0.0
Delta_wavelet_14_3,0.0
Delta_wavelet_14_2,0.0
Delta_wavelet_14_1,0.0
Delta_wavelet_14_0,0.0
Delta_wavelet_13_4,0.0
Delta_wavelet_11_1,0.0
Delta_wavelet_13_2,0.0
Delta_wavelet_13_1,0.0
Delta_wavelet_13_0,0.0
Delta_wavelet_12_9,0.0
Delta_wavelet_12_8,0.0
Delta_wavelet_12_7,0.0
Delta_wavelet_12_5,0.0
Delta_wavelet_12_3,0.0
Delta_wavelet_12_1,0.0
Delta_wavelet_12_0,0.0
Delta_wavelet_11_8,0.0
Delta_wavelet_11_5,0.0
Delta_wavelet_11_4,0.0
Delta_wavelet_11_3,0.0
Delta_wavelet_11_2,0.0
Delta_wavelet_13_3,0.0
Beta_var_12,0.0
Beta_var_8,0.0
Beta_var_4,0.0
Beta_var_3,0.0
Beta_mean_26,0.0
Beta_mean_25,0.0
Beta_mean_23,0.0
Beta_mean_22,0.0
Beta_mean_21,0.0
Beta_mean_19,0.0
Beta_mean_18,0.0
Beta_mean_17,0.0
Beta_mean_16,0.0
Beta_mean_15,0.0
Theta_wavelet_21_3,0.0
Beta_mean_13,0.0
Beta_mean_12,0.0
Beta_mean_11,0.0
Beta_mean_10,0.0
Beta_mean_9,0.0
Beta_mean_8,0.0
Beta_mean_7,0.0
Beta_mean_6,0.0
Beta_mean_5,0.0
Beta_mean_4,0.0
Beta_mean_3,0.0
Beta_mean_2,0.0
Beta_mean_1,0.0
Beta_mean_0,0.0
Alpha_ica_infomax_energy_3,0.0
Beta_mean_14,0.0
Beta_skew_8,0.0
Beta_skew_5,0.0
Beta_skew_3,0.0
Beta_skew_2,0.0
Beta_skew_1,0.0
Beta_skew_0,0.0
Beta_std_26,0.0
Beta_std_25,0.0
Beta_std_23,0.0
Beta_std_22,0.0
Beta_std_21,0.0
Beta_std_20,0.0
Beta_std_19,0.0
Beta_std_17,0.0
Beta_var_13,0.0
Beta_std_15,0.0
Beta_std_14,0.0
Beta_std_12,0.0
Beta_std_10,0.0
Beta_std_9,0.0
Beta_std_8,0.0
Beta_std_5,0.0
Beta_std_3,0.0
Beta_std_2,0.0
Beta_std_1,0.0
Beta_std_0,0.0
Beta_var_25,0.0
Beta_var_19,0.0
Beta_var_16,0.0
Beta_var_15,0.0
Beta_std_16,0.0
Alpha_wavelet_22_4,0.0
Alpha_wavelet_22_3,0.0
Alpha_wavelet_22_0,0.0
Alpha_wavelet_21_9,0.0
Alpha_wavelet_21_5,0.0
Alpha_wavelet_21_4,0.0
Alpha_wavelet_21_3,0.0
Alpha_wavelet_21_2,0.0
Alpha_wavelet_21_1,0.0
Alpha_wavelet_20_3,0.0
Alpha_wavelet_20_2,0.0
Alpha_wavelet_20_0,0.0
Alpha_wavelet_19_9,0.0
Alpha_wavelet_19_7,0.0
Alpha_ica_infomax_energy_2,0.0
Alpha_wavelet_19_5,0.0
Alpha_wavelet_19_4,0.0
Alpha_wavelet_19_3,0.0
Alpha_wavelet_19_2,0.0
Alpha_wavelet_19_1,0.0
Alpha_wavelet_19_0,0.0
Alpha_wavelet_18_9,0.0
Alpha_wavelet_18_4,0.0
Alpha_wavelet_18_3,0.0
Alpha_wavelet_18_2,0.0
Alpha_wavelet_17_3,0.0
Alpha_wavelet_17_1,0.0
Alpha_wavelet_17_0,0.0
Alpha_wavelet_16_9,0.0
Alpha_wavelet_16_7,0.0
Alpha_wavelet_19_6,0.0
Alpha_ica_infomax_energy_1,0.0
Alpha_pca_var_1,0.0
Alpha_wavelet_26_9,0.0
Alpha_wavelet_26_4,0.0
Alpha_wavelet_26_3,0.0
Alpha_wavelet_26_2,0.0
Alpha_wavelet_26_1,0.0
Alpha_wavelet_26_0,0.0
Alpha_wavelet_25_9,0.0
Alpha_wavelet_25_8,0.0
Alpha_wavelet_25_7,0.0
Alpha_wavelet_25_5,0.0
Alpha_wavelet_25_4,0.0
Alpha_wavelet_25_3,0.0
Alpha_wavelet_25_2,0.0
Alpha_wavelet_22_5,0.0
Alpha_wavelet_25_0,0.0
Alpha_wavelet_24_9,0.0
Alpha_wavelet_24_4,0.0
Alpha_wavelet_24_3,0.0
Alpha_wavelet_24_2,0.0
Alpha_wavelet_24_1,0.0
Alpha_wavelet_24_0,0.0
Alpha_wavelet_23_9,0.0
Alpha_wavelet_23_4,0.0
Alpha_wavelet_23_3,0.0
Alpha_wavelet_23_2,0.0
Alpha_wavelet_23_1,0.0
Alpha_wavelet_23_0,0.0
Alpha_wavelet_22_9,0.0
Alpha_wavelet_22_7,0.0
Alpha_wavelet_25_1,0.0
Beta_wavelet_8_5,0.0
Beta_wavelet_8_4,0.0
Beta_wavelet_8_3,0.0
Beta_wavelet_8_2,0.0
Beta_wavelet_8_1,0.0
Beta_wavelet_8_0,0.0
Beta_wavelet_7_3,0.0
Beta_wavelet_7_2,0.0
Beta_wavelet_7_0,0.0
Beta_wavelet_6_5,0.0
Beta_wavelet_6_4,0.0
Beta_wavelet_6_3,0.0
Beta_wavelet_6_2,0.0
Beta_wavelet_6_1,0.0
Beta_skew_11,0.0
Beta_wavelet_5_5,0.0
Beta_wavelet_5_4,0.0
Beta_wavelet_5_3,0.0
Beta_wavelet_5_2,0.0
Beta_wavelet_5_1,0.0
Beta_wavelet_5_0,0.0
Beta_wavelet_4_4,0.0
Beta_wavelet_4_3,0.0
Beta_wavelet_4_2,0.0
Beta_wavelet_4_1,0.0
Beta_wavelet_4_0,0.0
Beta_wavelet_3_9,0.0
Beta_wavelet_3_8,0.0
Beta_wavelet_3_6,0.0
Beta_wavelet_3_4,0.0
Beta_wavelet_6_0,0.0
Beta_wavelet_12_1,0.0
Beta_wavelet_12_0,0.0
Beta_wavelet_11_8,0.0
Beta_wavelet_11_7,0.0
Beta_wavelet_11_4,0.0
Beta_wavelet_11_3,0.0
Beta_wavelet_11_2,0.0
Beta_wavelet_11_1,0.0
Beta_wavelet_11_0,0.0
Beta_wavelet_10_9,0.0
Beta_wavelet_10_8,0.0
Beta_wavelet_10_7,0.0
Beta_wavelet_10_6,0.0
Beta_wavelet_10_5,0.0
Beta_wavelet_8_6,0.0
Beta_wavelet_10_3,0.0
Beta_wavelet_10_2,0.0
Beta_wavelet_10_1,0.0
Beta_wavelet_10_0,0.0
Beta_wavelet_9_9,0.0
Beta_wavelet_9_7,0.0
Beta_wavelet_9_5,0.0
Beta_wavelet_9_4,0.0
Beta_wavelet_9_3,0.0
Beta_wavelet_9_2,0.0
Beta_wavelet_9_1,0.0
Beta_wavelet_9_0,0.0
Beta_wavelet_8_9,0.0
Beta_wavelet_8_8,0.0
Beta_wavelet_8_7,0.0
Beta_wavelet_10_4,0.0
Beta_power_22,0.0
Beta_power_21,0.0
Beta_power_20,0.0
Beta_power_19,0.0
Beta_power_18,0.0
Beta_power_17,0.0
Beta_power_16,0.0
Beta_power_15,0.0
Beta_power_14,0.0
Beta_power_13,0.0
Beta_power_12,0.0
Beta_power_11,0.0
Beta_power_10,0.0
Beta_power_9,0.0
Beta_wavelet_3_3,0.0
Beta_power_7,0.0
Beta_power_6,0.0
Beta_power_5,0.0
Beta_power_4,0.0
Beta_power_3,0.0
Beta_power_2,0.0
Beta_power_1,0.0
Beta_power_0,0.0
Beta_skew_25,0.0
Beta_skew_22,0.0
Beta_skew_20,0.0
Beta_skew_19,0.0
Beta_skew_16,0.0
Beta_skew_13,0.0
Beta_skew_12,0.0
Beta_power_8,0.0
Beta_wavelet_3_2,0.0
Beta_wavelet_3_1,0.0
Beta_wavelet_3_0,0.0
Beta_wavelet_2_9,0.0
Beta_wavelet_2_5,0.0
Beta_wavelet_2_4,0.0
Beta_wavelet_2_3,0.0
Beta_wavelet_2_2,0.0
Beta_wavelet_2_1,0.0
Beta_wavelet_2_0,0.0
Beta_wavelet_1_3,0.0
Beta_wavelet_1_2,0.0
Beta_wavelet_1_1,0.0
Beta_wavelet_1_0,0.0
Beta_wavelet_0_4,0.0
Beta_power_23,0.0
Beta_wavelet_0_2,0.0
Beta_wavelet_0_1,0.0
Beta_wavelet_0_0,0.0
Beta_psd_mean_25,0.0
Beta_psd_mean_22,0.0
Beta_psd_mean_19,0.0
Beta_psd_mean_15,0.0
Beta_psd_mean_12,0.0
Beta_psd_mean_10,0.0
Beta_psd_mean_8,0.0
Beta_psd_mean_3,0.0
Beta_psd_mean_0,0.0
Beta_power_26,0.0
Beta_power_25,0.0
Beta_power_24,0.0
Beta_wavelet_0_3,0.0
Alpha_skew_8,0.0
Alpha_skew_3,0.0
Alpha_skew_2,0.0
Alpha_skew_1,0.0
Alpha_skew_0,0.0
Alpha_std_26,0.0
Alpha_std_24,0.0
Alpha_std_23,0.0
Alpha_std_22,0.0
Alpha_std_20,0.0
Alpha_std_19,0.0
Alpha_std_17,0.0
Alpha_std_15,0.0
Alpha_std_14,0.0
Alpha_wavelet_16_4,0.0
Alpha_std_11,0.0
Alpha_std_10,0.0
Alpha_std_9,0.0
Alpha_std_8,0.0
Alpha_std_4,0.0
Alpha_std_3,0.0
Alpha_std_2,0.0
Alpha_std_1,0.0
Alpha_std_0,0.0
Alpha_var_22,0.0
Alpha_var_19,0.0
Alpha_var_14,0.0
Alpha_var_12,0.0
Alpha_var_10,0.0
Alpha_var_8,0.0
Alpha_std_12,0.0
Alpha_power_19,0.0
Alpha_power_17,0.0
Alpha_power_16,0.0
Alpha_power_15,0.0
Alpha_power_14,0.0
Alpha_power_13,0.0
Alpha_power_12,0.0
Alpha_power_11,0.0
Alpha_power_10,0.0
Alpha_power_9,0.0
Alpha_power_8,0.0
Alpha_power_7,0.0
Alpha_power_6,0.0
Alpha_power_5,0.0
Alpha_skew_9,0.0
Alpha_power_3,0.0
Alpha_power_2,0.0
Alpha_power_1,0.0
Alpha_power_0,0.0
Alpha_skew_25,0.0
Alpha_skew_23,0.0
Alpha_skew_22,0.0
Alpha_skew_21,0.0
Alpha_skew_18,0.0
Alpha_skew_17,0.0
Alpha_skew_16,0.0
Alpha_skew_14,0.0
Alpha_skew_12,0.0
Alpha_skew_11,0.0
Alpha_skew_10,0.0
Alpha_power_4,0.0
Theta_wavelet_26_1,0.0
Theta_wavelet_26_0,0.0
Theta_wavelet_25_4,0.0
Theta_wavelet_25_3,0.0
Theta_wavelet_25_2,0.0
Theta_wavelet_25_1,0.0
Theta_wavelet_25_0,0.0
Theta_wavelet_24_4,0.0
Theta_wavelet_24_3,0.0
Theta_wavelet_24_2,0.0
